Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Description	GO Biological Process	GO Molecular Function	GO Cellular Component	GO Term	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Batch	Control Type	Control Comments	Quality Control	Channels	Comments
P110	79	G7	P110_G7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR116C	MRPL1		Mitochondrial ribosomal protein of the large subunit	"mitochondrion organization, translation, generation of precursor metabolites and energy, cellular respiration"	structural molecule activity	"ribosome, mitochondrion, cytoplasm"	"cellular respiration, cytoplasm, generation of precursor metabolites and energy, mitochondrion, ribosome, structural molecule activity, translation"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	80	G8	P110_G8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR117C	TMA64	RBF64	Protein of unknown function that associates with ribosomes; has a putative RNA binding domain	biological_process	RNA binding	"ribosome, cytoplasm"	"RNA binding, biological_process, ribosome"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	81	G9	P110_G9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR119W	VBA4		Protein of unknown function with proposed role as a basic amino acid permease based on phylogeny; GFP-fusion protein localizes to vacuolar membrane; physical interaction with Atg27p suggests a possible role in autophagy; non-essential gene	biological_process	molecular_function	"membrane, vacuole, cytoplasm"	"biological_process, cytoplasm, membrane, molecular_function, vacuole"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	82	G10	P110_G10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR120C	TRM1		"tRNA methyltransferase; two forms of the protein are made by alternative translation starts; localizes to both the nucleus and mitochondrion to produce the modified base N2,N2-dimethylguanosine in tRNAs in both compartments"	RNA metabolic process	transferase activity	"nucleus, membrane, endomembrane system, mitochondrion, cytoplasm"	"RNA metabolic process, endomembrane system, membrane, mitochondrion, nucleus, ribosome biogenesis, transferase activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	83	G11	P110_G11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR121W	DPB4		Shared subunit of DNA polymerase (II) epsilon and of ISW2/yCHRAC chromatin accessibility complex; involved in both chromosomal DNA replication and in inheritance of telomeric silencing	"transcription, DNA metabolic process, RNA metabolic process"	"transferase activity, DNA binding, nucleotidyltransferase activity"	"nucleus, chromosome"	"DNA metabolic process, RNA metabolic process, chromosome, nucleotidyltransferase activity, nucleus, organelle organization and biogenesis, transcription, transferase activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	84	G12	P110_G12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR122W	KIN1		Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin2p	"transport, vesicle-mediated transport, protein modification process"	"transferase activity, protein kinase activity"	"membrane, plasma membrane"	"membrane, plasma membrane, protein kinase activity, protein modification process, transferase activity, transport, vesicle-mediated transport"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	85	H1	P110_H1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR123C	INO2	SCS1;DIE1	"Component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion"	"cellular lipid metabolic process, transcription, RNA metabolic process"	transcription regulator activity	nucleus	"RNA metabolic process, lipid metabolic process, nucleus, transcription, transcription regulator activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	86	H2	P110_H2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR124W			Putative protein of unknown function; non-essential gene; expression is strongly induced by alpha factor	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	87	H3	P110_H3																				annotation not available; images not available
P110	88	H4	P110_H4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR125C	ECM18		"Protein of unknown function, similar to Rlp24p"	fungal-type cell wall organization	molecular_function	"mitochondrion, cytoplasm"	"cell wall organization and biogenesis, mitochondrion, molecular_function"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	89	H5	P110_H5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR126W	SWF1	PSL10	"Palmitoyltransferase that acts on the SNAREs Snc1p, Syn8p, Tlg1p and likely on all SNAREs; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; may have a role in vacuole fusion"	"vacuole organization, transport, protein modification process, vesicle-mediated transport, sporulation resulting in formation of a cellular spore, cellular component morphogenesis, cellular membrane organization"	transferase activity	"cell cortex, cytoskeleton, endomembrane system, membrane, cytoplasm"	"cell wall organization and biogenesis, endomembrane system, membrane, membrane organization and biogenesis, organelle organization and biogenesis, protein modification process, sporulation, transferase activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	90	H6	P110_H6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR128W	MTC5		Protein of unknown function; mtc5 is synthetically sick with cdc13-1	biological_process	molecular_function	"membrane, vacuole, cytoplasm"	"biological_process, cytoplasm, membrane, molecular_function, vacuole"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	91	H7	P110_H7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR129C	SAC6	ABP67	"Fimbrin, actin-bundling protein; cooperates with Scp1p (calponin/transgelin) in the organization and maintenance of the actin cytoskeleton"	"transport, cell budding, cytoskeleton organization, cytokinesis, response to stress, vesicle-mediated transport, cell cycle, cellular membrane organization"	protein binding	"cell cortex, cytoskeleton, site of polarized growth, cytoplasm"	"anatomical structure morphogenesis, cell budding, cell cortex, cytokinesis, cytoplasm, cytoskeleton, cytoskeleton organization and biogenesis, membrane organization and biogenesis, organelle organization and biogenesis, protein binding, response to stress, transport, vesicle-mediated transport"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	92	H8	P110_H8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR130C	FIN1		Spindle pole body-related intermediate filament protein; forms cell cycle-specific filaments between spindle pole bodies in mother and daughter cells; localization cell-cycle dependent; involved in Glc7p localization and regulation	"signaling process, cytoskeleton organization, chromosome segregation, chromosome organization, cell cycle"	"structural molecule activity, protein binding"	"nucleus, cytoskeleton, microtubule organizing center, chromosome, cytoplasm"	"cell cycle, cytoplasm, cytoskeleton, cytoskeleton organization and biogenesis, microtubule organizing center, nucleus, organelle organization and biogenesis, protein binding, structural molecule activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	93	H9	P110_H9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR131C			"F-box protein, substrate-specific adaptor subunit that recruits substrates to a core ubiquitination complex"	"protein modification process, cellular protein catabolic process"	ligase activity	other	"ligase activity, other, protein catabolic process, protein modification process"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	94	H10	P110_H10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR132C			Putative protein of unknown function	biological_process	molecular_function	"nucleus, cytoplasm"	"biological_process, cytoplasm, molecular_function, nucleus"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	95	H11	P110_H11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR133C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps YDR134C"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P110	96	H12	P110_H12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR134C										04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	1	A1	P111_A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR135C	YCF1		"Vacuolar glutathione S-conjugate transporter of the ATP-binding cassette family, has a role in detoxifying metals such as cadmium, mercury, and arsenite; also transports unconjugated bilirubin; similar to human cystic fibrosis protein CFTR"	"transport, response to chemical stimulus"	"transporter activity, hydrolase activity"	"membrane, vacuole, cytoplasm"	"cytoplasm, hydrolase activity, membrane, response to chemical stimulus, transport, transporter activity, vacuole"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	2	A2	P111_A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR136C	VPS61		"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 4% of ORF overlaps the verified gene RGP1; deletion causes a vacuolar protein sorting defect"	transport	molecular_function	cellular_component	"cellular_component, molecular_function, transport"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	3	A3	P111_A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR137W	RGP1		Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p	"transport, vesicle-mediated transport"	enzyme regulator activity	"membrane, endomembrane system, cytoplasm, Golgi apparatus"	"Golgi apparatus, cytoplasm, endomembrane system, enzyme regulator activity, membrane, other, transport, vesicle-mediated transport"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	4	A4	P111_A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YER055C	HIS1		"ATP phosphoribosyltransferase, a hexameric enzyme, catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control"	"cellular amino acid and derivative metabolic process, heterocycle metabolic process"	transferase activity	other	"amino acid and derivative metabolic process, other, transferase activity"			05_3			"consortium notes: FAILED QC- grow -Lys, n/g -Met, n/g Aux, no mate A, alpha"	DIC:cell structure;YFP:Rad52-YFP protein	
P111	5	A5	P111_A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR139C	RUB1		"Ubiquitin-like protein with similarity to mammalian NEDD8; conjugation (neddylation) substrates include the cullins Cdc53p, Rtt101p, and Cul3p; activated by Ula1p and Uba3p (E1 enzyme pair); conjugation mediated by Ubc12p (E2 enzyme)"	protein modification process	other	cytoplasm	"cytoplasm, other, protein modification process"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	6	A6	P111_A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR140W	MTQ2		S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; subunit of complex with Trm112p that methylates translation release factor Sup45p (eRF1) in the ternary complex eRF1-eRF3-GTP; similar to E.coli PrmC	"translation, protein modification process"	transferase activity	"nucleus, cytoplasm"	"cytoplasm, nucleus, protein modification process, transferase activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	7	A7	P111_A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR142C	PEX7	PEB1;PAS7	Peroxisomal signal receptor for the N-terminal nonapeptide signal (PTS2) of peroxisomal matrix proteins; WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)	"transport, peroxisome organization, protein complex biogenesis"	other	"peroxisome, cytoplasm"	"cytoplasm, organelle organization and biogenesis, other, peroxisome, transport"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	8	A8	P111_A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR143C	SAN1		"Ubiquitin-protein ligase, involved in the proteasome-dependent degradation of aberrant nuclear proteins"	"response to stress, response to chemical stimulus, protein modification process, cellular protein catabolic process"	ligase activity	"nucleus, cytoplasm"	"ligase activity, nucleus, protein catabolic process, protein modification process, response to chemical stimulus, response to stress"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	9	A9	P111_A9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR144C	MKC7	YPS2	"GPI-anchored aspartyl protease, member of the yapsin family of proteases involved in cell wall growth and maintenance; shares functions with Yap3p and Kex2p"	fungal-type cell wall organization	"peptidase activity, hydrolase activity"	cell wall	"cell wall, hydrolase activity, other, peptidase activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	
P111	10	A10	P111_A10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR146C	SWI5		Transcription factor that activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; localization to the nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase	"transcription, cell cycle, RNA metabolic process"	"transcription regulator activity, DNA binding"	"nucleus, cytoplasm"	"RNA metabolic process, cell cycle, cytoplasm, nucleus, transcription, transcription regulator activity"			04_4				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P111	11	A11	P111_A11																				annotation not available; images not available
P111	12	A12	P111_A12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR338C			"Putative protein of unknown function, member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily"	transport	transporter activity	cellular_component	"biological_process, cellular_component, molecular_function"			04_7				DIC:cell structure;YFP:Rad52-YFP protein	
